Name,Stat,PP,UD,DIF,PERC
Mitchell Robinson,NBA Points,6.5,7.5,1.0,14.29
Quentin Grimes,NBA Points,6.5,7.5,1.0,14.29
Mitchell Robinson,NBA Points,6.5,7.5,1.0,14.29
Mitchell Robinson,NBA Points,6.5,7.5,1.0,14.29
Quentin Grimes,NBA Points,6.5,7.5,1.0,14.29
Quentin Grimes,NBA Points,6.5,7.5,1.0,14.29
Mitchell Robinson,NBA Points,6.5,7.5,1.0,14.29
Mitchell Robinson,NBA Points,6.5,7.5,1.0,14.29
Quentin Grimes,NBA Points,6.5,7.5,1.0,14.29
Quentin Grimes,NBA Points,6.5,7.5,1.0,14.29
Buddy Hield,NBA Rebounds,3.5,4.0,0.5,13.33
Buddy Hield,NBA Rebounds,3.5,4.0,0.5,13.33
Buddy Hield,NBA Rebounds,3.5,4.0,0.5,13.33
Buddy Hield,NBA Rebounds,3.5,4.0,0.5,13.33
Buddy Hield,NBA Rebounds,3.5,4.0,0.5,13.33
Daniel Gafford,NBA FS,22.5,19.85,2.65,12.51
Daniel Gafford,NBA FS,22.5,19.85,2.65,12.51
Daniel Gafford,NBA FS,22.5,19.85,2.65,12.51
Daniel Gafford,NBA FS,22.5,19.85,2.65,12.51
Daniel Gafford,NBA FS,22.5,19.85,2.65,12.51
Kyle Lowry,NBA FS,20.5,23.05,2.55,11.71
Kyle Lowry,NBA FS,20.5,23.05,2.55,11.71
Kyle Lowry,NBA FS,20.5,23.05,2.55,11.71
Kyle Lowry,NBA FS,20.5,23.05,2.55,11.71
Kyle Lowry,NBA FS,20.5,23.05,2.55,11.71
Deni Avdija,NBA Points,10.5,9.5,1.0,10.0
Deni Avdija,NBA Points,10.5,9.5,1.0,10.0
Deni Avdija,NBA Points,10.5,9.5,1.0,10.0
Deni Avdija,NBA Points,10.5,9.5,1.0,10.0
Deni Avdija,NBA Points,10.5,9.5,1.0,10.0
Tyus Jones,NBA Assists,5.5,6.0,0.5,8.7
Tyus Jones,NBA Assists,5.5,6.0,0.5,8.7
Tyus Jones,NBA Assists,5.5,6.0,0.5,8.7
Tyus Jones,NBA Assists,5.5,6.0,0.5,8.7
Tyus Jones,NBA Assists,5.5,6.0,0.5,8.7
Coby White,NBA FS,22.5,24.25,1.75,7.49
Coby White,NBA FS,22.5,24.25,1.75,7.49
Coby White,NBA FS,22.5,24.25,1.75,7.49
Coby White,NBA FS,22.5,24.25,1.75,7.49
Coby White,NBA FS,22.5,24.25,1.75,7.49
Josh Richardson,NBA Points,7.0,6.5,0.5,7.41
Josh Richardson,NBA Points,7.0,6.5,0.5,7.41
Josh Richardson,NBA Points,7.0,6.5,0.5,7.41
Josh Richardson,NBA Points,7.0,6.5,0.5,7.41
Josh Richardson,NBA Points,7.0,6.5,0.5,7.41
Spencer Dinwiddie,NBA Points,15.5,14.5,1.0,6.67
Spencer Dinwiddie,NBA Points,15.5,14.5,1.0,6.67
Spencer Dinwiddie,NBA Points,15.5,14.5,1.0,6.67
Spencer Dinwiddie,NBA Points,15.5,14.5,1.0,6.67
Spencer Dinwiddie,NBA Points,15.5,14.5,1.0,6.67
Xavier Tillman,NBA Rebounds,7.5,8.0,0.5,6.45
Xavier Tillman,NBA Rebounds,7.5,8.0,0.5,6.45
Xavier Tillman,NBA Rebounds,7.5,8.0,0.5,6.45
Xavier Tillman,NBA Rebounds,7.5,8.0,0.5,6.45
Xavier Tillman,NBA Rebounds,7.5,8.0,0.5,6.45
Nikola Jokic,NBA Assists,9.0,8.5,0.5,5.71
Nikola Jokic,NBA Assists,9.0,8.5,0.5,5.71
Nikola Jokic,NBA Assists,9.0,8.5,0.5,5.71
Nikola Jokic,NBA Assists,9.0,8.5,0.5,5.71
Nikola Jokic,NBA Assists,9.0,8.5,0.5,5.71
Luka Doncic,NBA FS,52.5,55.55,3.05,5.65
Luka Doncic,NBA FS,52.5,55.55,3.05,5.65
Luka Doncic,NBA FS,52.5,55.55,3.05,5.65
Luka Doncic,NBA FS,52.5,55.55,3.05,5.65
Luka Doncic,NBA FS,52.5,55.55,3.05,5.65
Bam Adebayo,NBA FS,37.5,39.65,2.15,5.57
Bam Adebayo,NBA FS,37.5,39.65,2.15,5.57
Bam Adebayo,NBA FS,37.5,39.65,2.15,5.57
Bam Adebayo,NBA FS,37.5,39.65,2.15,5.57
Bam Adebayo,NBA FS,37.5,39.65,2.15,5.57
Daniel Gafford,NBA Points,9.0,9.5,0.5,5.41
Daniel Gafford,NBA Points,9.0,9.5,0.5,5.41
Daniel Gafford,NBA Points,9.0,9.5,0.5,5.41
Daniel Gafford,NBA Points,9.0,9.5,0.5,5.41
Daniel Gafford,NBA Points,9.0,9.5,0.5,5.41
Chris Paul,NBA Points,9.5,10.0,0.5,5.13
Kentavious Caldwell-Pope,NBA FS,19.0,18.05,0.95,5.13
Shaedon Sharpe,NBA RA,10.0,9.5,0.5,5.13
Chris Paul,NBA Points,9.5,10.0,0.5,5.13
Chris Paul,NBA Points,9.5,10.0,0.5,5.13
Kentavious Caldwell-Pope,NBA FS,19.0,18.05,0.95,5.13
Kentavious Caldwell-Pope,NBA FS,19.0,18.05,0.95,5.13
Shaedon Sharpe,NBA RA,10.0,9.5,0.5,5.13
Shaedon Sharpe,NBA RA,10.0,9.5,0.5,5.13
Chris Paul,NBA Points,9.5,10.0,0.5,5.13
Chris Paul,NBA Points,9.5,10.0,0.5,5.13
Kentavious Caldwell-Pope,NBA FS,19.0,18.05,0.95,5.13
Kentavious Caldwell-Pope,NBA FS,19.0,18.05,0.95,5.13
Shaedon Sharpe,NBA RA,10.0,9.5,0.5,5.13
Shaedon Sharpe,NBA RA,10.0,9.5,0.5,5.13
Tyrese Haliburton,NBA Points,19.5,20.5,1.0,5.0
Tyrese Haliburton,NBA Points,19.5,20.5,1.0,5.0
Tyrese Haliburton,NBA Points,19.5,20.5,1.0,5.0
Tyrese Haliburton,NBA Points,19.5,20.5,1.0,5.0
Tyrese Haliburton,NBA Points,19.5,20.5,1.0,5.0
Damian Lillard,NBA RA,10.0,10.5,0.5,4.88
Damian Lillard,NBA RA,10.0,10.5,0.5,4.88
Damian Lillard,NBA RA,10.0,10.5,0.5,4.88
Damian Lillard,NBA RA,10.0,10.5,0.5,4.88
Damian Lillard,NBA RA,10.0,10.5,0.5,4.88
Evan Mobley,NBA FS,36.0,37.75,1.75,4.75
Evan Mobley,NBA FS,36.0,37.75,1.75,4.75
Evan Mobley,NBA FS,36.0,37.75,1.75,4.75
Evan Mobley,NBA FS,36.0,37.75,1.75,4.75
Evan Mobley,NBA FS,36.0,37.75,1.75,4.75
Klay Thompson,NBA FS,27.5,26.25,1.25,4.65
Jamal Murray,NBA RA,11.0,10.5,0.5,4.65
Deandre Ayton,NBA Rebounds,11.0,10.5,0.5,4.65
Klay Thompson,NBA FS,27.5,26.25,1.25,4.65
Klay Thompson,NBA FS,27.5,26.25,1.25,4.65
Jamal Murray,NBA RA,11.0,10.5,0.5,4.65
Jamal Murray,NBA RA,11.0,10.5,0.5,4.65
Deandre Ayton,NBA Rebounds,11.0,10.5,0.5,4.65
Deandre Ayton,NBA Rebounds,11.0,10.5,0.5,4.65
Klay Thompson,NBA FS,27.5,26.25,1.25,4.65
Klay Thompson,NBA FS,27.5,26.25,1.25,4.65
Jamal Murray,NBA RA,11.0,10.5,0.5,4.65
Jamal Murray,NBA RA,11.0,10.5,0.5,4.65
Deandre Ayton,NBA Rebounds,11.0,10.5,0.5,4.65
Deandre Ayton,NBA Rebounds,11.0,10.5,0.5,4.65
RJ Barrett,NBA FS,27.0,25.85,1.15,4.35
RJ Barrett,NBA FS,27.0,25.85,1.15,4.35
RJ Barrett,NBA FS,27.0,25.85,1.15,4.35
RJ Barrett,NBA FS,27.0,25.85,1.15,4.35
RJ Barrett,NBA FS,27.0,25.85,1.15,4.35
Jalen Brunson,NBA FS,35.0,36.55,1.55,4.33
Zach LaVine,NBA FS,35.0,36.55,1.55,4.33
Jalen Brunson,NBA FS,35.0,36.55,1.55,4.33
Jalen Brunson,NBA FS,35.0,36.55,1.55,4.33
Zach LaVine,NBA FS,35.0,36.55,1.55,4.33
Zach LaVine,NBA FS,35.0,36.55,1.55,4.33
Jalen Brunson,NBA FS,35.0,36.55,1.55,4.33
Jalen Brunson,NBA FS,35.0,36.55,1.55,4.33
Zach LaVine,NBA FS,35.0,36.55,1.55,4.33
Zach LaVine,NBA FS,35.0,36.55,1.55,4.33
Marcus Smart,NBA FS,32.0,30.65,1.35,4.31
Marcus Smart,NBA FS,32.0,30.65,1.35,4.31
Marcus Smart,NBA FS,32.0,30.65,1.35,4.31
Marcus Smart,NBA FS,32.0,30.65,1.35,4.31
Marcus Smart,NBA FS,32.0,30.65,1.35,4.31
Coby White,NBA Points,11.5,12.0,0.5,4.26
Coby White,NBA Points,11.5,12.0,0.5,4.26
Coby White,NBA Points,11.5,12.0,0.5,4.26
Coby White,NBA Points,11.5,12.0,0.5,4.26
Coby White,NBA Points,11.5,12.0,0.5,4.26
Andrew Wiggins,NBA Points,13.0,12.5,0.5,3.92
Andrew Wiggins,NBA Points,13.0,12.5,0.5,3.92
Andrew Wiggins,NBA Points,13.0,12.5,0.5,3.92
Andrew Wiggins,NBA Points,13.0,12.5,0.5,3.92
Andrew Wiggins,NBA Points,13.0,12.5,0.5,3.92
Brook Lopez,NBA FS,24.0,23.15,0.85,3.61
Brook Lopez,NBA FS,24.0,23.15,0.85,3.61
Brook Lopez,NBA FS,24.0,23.15,0.85,3.61
Brook Lopez,NBA FS,24.0,23.15,0.85,3.61
Brook Lopez,NBA FS,24.0,23.15,0.85,3.61
Josh Giddey,NBA RA,15.0,14.5,0.5,3.39
Josh Giddey,NBA RA,15.0,14.5,0.5,3.39
Josh Giddey,NBA RA,15.0,14.5,0.5,3.39
Josh Giddey,NBA RA,15.0,14.5,0.5,3.39
Josh Giddey,NBA RA,15.0,14.5,0.5,3.39
Jalen Williams,NBA FS,35.0,36.15,1.15,3.23
Jalen Williams,NBA FS,35.0,36.15,1.15,3.23
Jalen Williams,NBA FS,35.0,36.15,1.15,3.23
Jalen Williams,NBA FS,35.0,36.15,1.15,3.23
Jalen Williams,NBA FS,35.0,36.15,1.15,3.23
Deandre Ayton,NBA FS,32.0,31.05,0.95,3.01
Deandre Ayton,NBA FS,32.0,31.05,0.95,3.01
Deandre Ayton,NBA FS,32.0,31.05,0.95,3.01
Deandre Ayton,NBA FS,32.0,31.05,0.95,3.01
Deandre Ayton,NBA FS,32.0,31.05,0.95,3.01
Damian Lillard,NBA FS,38.5,39.65,1.15,2.94
Damian Lillard,NBA FS,38.5,39.65,1.15,2.94
Damian Lillard,NBA FS,38.5,39.65,1.15,2.94
Damian Lillard,NBA FS,38.5,39.65,1.15,2.94
Damian Lillard,NBA FS,38.5,39.65,1.15,2.94
Xavier Tillman,NBA FS,27.5,26.75,0.75,2.76
Xavier Tillman,NBA FS,27.5,26.75,0.75,2.76
Xavier Tillman,NBA FS,27.5,26.75,0.75,2.76
Xavier Tillman,NBA FS,27.5,26.75,0.75,2.76
Xavier Tillman,NBA FS,27.5,26.75,0.75,2.76
RJ Barrett,NBA Points,18.5,18.0,0.5,2.74
RJ Barrett,NBA Points,18.5,18.0,0.5,2.74
RJ Barrett,NBA Points,18.5,18.0,0.5,2.74
RJ Barrett,NBA Points,18.5,18.0,0.5,2.74
RJ Barrett,NBA Points,18.5,18.0,0.5,2.74
Jimmy Butler,NBA Points,20.0,19.5,0.5,2.53
Jimmy Butler,NBA Points,20.0,19.5,0.5,2.53
Jimmy Butler,NBA Points,20.0,19.5,0.5,2.53
Jimmy Butler,NBA Points,20.0,19.5,0.5,2.53
Jimmy Butler,NBA Points,20.0,19.5,0.5,2.53
Nikola Vucevic,NBA FS,39.5,38.55,0.95,2.43
Nikola Vucevic,NBA FS,39.5,38.55,0.95,2.43
Nikola Vucevic,NBA FS,39.5,38.55,0.95,2.43
Nikola Vucevic,NBA FS,39.5,38.55,0.95,2.43
Nikola Vucevic,NBA FS,39.5,38.55,0.95,2.43
Nikola Jokic,NBA RA,21.0,20.5,0.5,2.41
Jamal Murray,NBA Points,21.0,20.5,0.5,2.41
Nikola Jokic,NBA RA,21.0,20.5,0.5,2.41
Nikola Jokic,NBA RA,21.0,20.5,0.5,2.41
Jamal Murray,NBA Points,21.0,20.5,0.5,2.41
Jamal Murray,NBA Points,21.0,20.5,0.5,2.41
Nikola Jokic,NBA RA,21.0,20.5,0.5,2.41
Nikola Jokic,NBA RA,21.0,20.5,0.5,2.41
Jamal Murray,NBA Points,21.0,20.5,0.5,2.41
Jamal Murray,NBA Points,21.0,20.5,0.5,2.41
Jordan Poole,NBA FS,27.0,27.65,0.65,2.38
Jordan Poole,NBA FS,27.0,27.65,0.65,2.38
Jordan Poole,NBA FS,27.0,27.65,0.65,2.38
Jordan Poole,NBA FS,27.0,27.65,0.65,2.38
Jordan Poole,NBA FS,27.0,27.65,0.65,2.38
DeMar DeRozan,NBA FS,36.5,37.35,0.85,2.3
DeMar DeRozan,NBA FS,36.5,37.35,0.85,2.3
DeMar DeRozan,NBA FS,36.5,37.35,0.85,2.3
DeMar DeRozan,NBA FS,36.5,37.35,0.85,2.3
DeMar DeRozan,NBA FS,36.5,37.35,0.85,2.3
Tyrese Haliburton,NBA FS,41.5,42.45,0.95,2.26
Tyrese Haliburton,NBA FS,41.5,42.45,0.95,2.26
Tyrese Haliburton,NBA FS,41.5,42.45,0.95,2.26
Tyrese Haliburton,NBA FS,41.5,42.45,0.95,2.26
Tyrese Haliburton,NBA FS,41.5,42.45,0.95,2.26
Mikal Bridges,NBA FS,33.5,34.25,0.75,2.21
Kyrie Irving,NBA FS,38.0,38.85,0.85,2.21
Mikal Bridges,NBA FS,33.5,34.25,0.75,2.21
Mikal Bridges,NBA FS,33.5,34.25,0.75,2.21
Kyrie Irving,NBA FS,38.0,38.85,0.85,2.21
Kyrie Irving,NBA FS,38.0,38.85,0.85,2.21
Mikal Bridges,NBA FS,33.5,34.25,0.75,2.21
Mikal Bridges,NBA FS,33.5,34.25,0.75,2.21
Kyrie Irving,NBA FS,38.0,38.85,0.85,2.21
Kyrie Irving,NBA FS,38.0,38.85,0.85,2.21
Tyler Herro,NBA FS,35.5,36.25,0.75,2.09
Jamal Murray,NBA FS,35.5,36.25,0.75,2.09
Tyler Herro,NBA FS,35.5,36.25,0.75,2.09
Tyler Herro,NBA FS,35.5,36.25,0.75,2.09
Jamal Murray,NBA FS,35.5,36.25,0.75,2.09
Jamal Murray,NBA FS,35.5,36.25,0.75,2.09
Tyler Herro,NBA FS,35.5,36.25,0.75,2.09
Tyler Herro,NBA FS,35.5,36.25,0.75,2.09
Jamal Murray,NBA FS,35.5,36.25,0.75,2.09
Jamal Murray,NBA FS,35.5,36.25,0.75,2.09
Jimmy Butler,NBA FS,38.5,39.25,0.75,1.93
Jimmy Butler,NBA FS,38.5,39.25,0.75,1.93
Jimmy Butler,NBA FS,38.5,39.25,0.75,1.93
Jimmy Butler,NBA FS,38.5,39.25,0.75,1.93
Jimmy Butler,NBA FS,38.5,39.25,0.75,1.93
Desmond Bane,NBA Points,26.5,26.0,0.5,1.9
Desmond Bane,NBA Points,26.5,26.0,0.5,1.9
Desmond Bane,NBA Points,26.5,26.0,0.5,1.9
Desmond Bane,NBA Points,26.5,26.0,0.5,1.9
Desmond Bane,NBA Points,26.5,26.0,0.5,1.9
Ziaire Williams,NBA FS,18.5,18.85,0.35,1.87
Ziaire Williams,NBA FS,18.5,18.85,0.35,1.87
Ziaire Williams,NBA FS,18.5,18.85,0.35,1.87
Ziaire Williams,NBA FS,18.5,18.85,0.35,1.87
Ziaire Williams,NBA FS,18.5,18.85,0.35,1.87
Mitchell Robinson,NBA FS,24.0,24.45,0.45,1.86
Mitchell Robinson,NBA FS,24.0,24.45,0.45,1.86
Mitchell Robinson,NBA FS,24.0,24.45,0.45,1.86
Mitchell Robinson,NBA FS,24.0,24.45,0.45,1.86
Mitchell Robinson,NBA FS,24.0,24.45,0.45,1.86
Ben Simmons,NBA FS,31.5,30.95,0.55,1.76
Ben Simmons,NBA FS,31.5,30.95,0.55,1.76
Ben Simmons,NBA FS,31.5,30.95,0.55,1.76
Ben Simmons,NBA FS,31.5,30.95,0.55,1.76
Ben Simmons,NBA FS,31.5,30.95,0.55,1.76
Bennedict Mathurin,NBA FS,21.0,20.65,0.35,1.68
Bennedict Mathurin,NBA FS,21.0,20.65,0.35,1.68
Bennedict Mathurin,NBA FS,21.0,20.65,0.35,1.68
Bennedict Mathurin,NBA FS,21.0,20.65,0.35,1.68
Bennedict Mathurin,NBA FS,21.0,20.65,0.35,1.68
Nikola Jokic,NBA FS,54.5,55.35,0.85,1.55
Nikola Jokic,NBA FS,54.5,55.35,0.85,1.55
Nikola Jokic,NBA FS,54.5,55.35,0.85,1.55
Nikola Jokic,NBA FS,54.5,55.35,0.85,1.55
Nikola Jokic,NBA FS,54.5,55.35,0.85,1.55
Grant Williams,NBA FS,17.5,17.25,0.25,1.44
Grant Williams,NBA FS,17.5,17.25,0.25,1.44
Grant Williams,NBA FS,17.5,17.25,0.25,1.44
Grant Williams,NBA FS,17.5,17.25,0.25,1.44
Grant Williams,NBA FS,17.5,17.25,0.25,1.44
Desmond Bane,NBA FS,39.5,40.05,0.55,1.38
Desmond Bane,NBA FS,39.5,40.05,0.55,1.38
Desmond Bane,NBA FS,39.5,40.05,0.55,1.38
Desmond Bane,NBA FS,39.5,40.05,0.55,1.38
Desmond Bane,NBA FS,39.5,40.05,0.55,1.38
Josh Giddey,NBA FS,36.5,36.95,0.45,1.23
Josh Giddey,NBA FS,36.5,36.95,0.45,1.23
Josh Giddey,NBA FS,36.5,36.95,0.45,1.23
Josh Giddey,NBA FS,36.5,36.95,0.45,1.23
Josh Giddey,NBA FS,36.5,36.95,0.45,1.23
Stephen Curry,NBA FS,42.0,41.55,0.45,1.08
Stephen Curry,NBA FS,42.0,41.55,0.45,1.08
Stephen Curry,NBA FS,42.0,41.55,0.45,1.08
Stephen Curry,NBA FS,42.0,41.55,0.45,1.08
Stephen Curry,NBA FS,42.0,41.55,0.45,1.08
Jerami Grant,NBA FS,33.0,33.35,0.35,1.06
Jerami Grant,NBA FS,33.0,33.35,0.35,1.06
Jerami Grant,NBA FS,33.0,33.35,0.35,1.06
Jerami Grant,NBA FS,33.0,33.35,0.35,1.06
Jerami Grant,NBA FS,33.0,33.35,0.35,1.06
Kyle Kuzma,NBA FS,33.5,33.15,0.35,1.05
Kyle Kuzma,NBA FS,33.5,33.15,0.35,1.05
Kyle Kuzma,NBA FS,33.5,33.15,0.35,1.05
Kyle Kuzma,NBA FS,33.5,33.15,0.35,1.05
Kyle Kuzma,NBA FS,33.5,33.15,0.35,1.05
Spencer Dinwiddie,NBA FS,28.0,27.75,0.25,0.9
Spencer Dinwiddie,NBA FS,28.0,27.75,0.25,0.9
Spencer Dinwiddie,NBA FS,28.0,27.75,0.25,0.9
Spencer Dinwiddie,NBA FS,28.0,27.75,0.25,0.9
Spencer Dinwiddie,NBA FS,28.0,27.75,0.25,0.9
Giannis Antetokounmpo,NBA FS,48.0,48.35,0.35,0.73
Giannis Antetokounmpo,NBA FS,48.0,48.35,0.35,0.73
Giannis Antetokounmpo,NBA FS,48.0,48.35,0.35,0.73
Giannis Antetokounmpo,NBA FS,48.0,48.35,0.35,0.73
Giannis Antetokounmpo,NBA FS,48.0,48.35,0.35,0.73
Bruce Brown,NBA FS,23.0,22.95,0.05,0.22
Bruce Brown,NBA FS,23.0,22.95,0.05,0.22
Bruce Brown,NBA FS,23.0,22.95,0.05,0.22
Bruce Brown,NBA FS,23.0,22.95,0.05,0.22
Bruce Brown,NBA FS,23.0,22.95,0.05,0.22
Tyus Jones,NBA FS,24.0,23.95,0.05,0.21
Tyus Jones,NBA FS,24.0,23.95,0.05,0.21
Tyus Jones,NBA FS,24.0,23.95,0.05,0.21
Tyus Jones,NBA FS,24.0,23.95,0.05,0.21
Tyus Jones,NBA FS,24.0,23.95,0.05,0.21
Aaron Gordon,NBA FS,26.0,26.05,0.05,0.19
Aaron Gordon,NBA FS,26.0,26.05,0.05,0.19
Aaron Gordon,NBA FS,26.0,26.05,0.05,0.19
Aaron Gordon,NBA FS,26.0,26.05,0.05,0.19
Aaron Gordon,NBA FS,26.0,26.05,0.05,0.19
Julius Randle,NBA FS,34.0,33.95,0.05,0.15
Julius Randle,NBA FS,34.0,33.95,0.05,0.15
Julius Randle,NBA FS,34.0,33.95,0.05,0.15
Julius Randle,NBA FS,34.0,33.95,0.05,0.15
Julius Randle,NBA FS,34.0,33.95,0.05,0.15
Donovan Mitchell,NBA Points,27.5,27.5,0.0,0.0
Donovan Mitchell,NBA Assists,5.0,5.0,0.0,0.0
Donovan Mitchell,NBA Rebounds,5.0,5.0,0.0,0.0
Donovan Mitchell,NBA RA,10.0,10.0,0.0,0.0
Evan Mobley,NBA Points,14.5,14.5,0.0,0.0
Evan Mobley,NBA Rebounds,9.5,9.5,0.0,0.0
Evan Mobley,NBA RA,12.5,12.5,0.0,0.0
Tyrese Haliburton,NBA Assists,10.5,10.5,0.0,0.0
Tyrese Haliburton,NBA RA,14.5,14.5,0.0,0.0
Tyrese Haliburton,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Buddy Hield,NBA Points,11.5,11.5,0.0,0.0
Bruce Brown,NBA Points,12.5,12.5,0.0,0.0
Bruce Brown,NBA Rebounds,4.0,4.0,0.0,0.0
Bruce Brown,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Bennedict Mathurin,NBA Points,13.5,13.5,0.0,0.0
Bennedict Mathurin,NBA Rebounds,3.5,3.5,0.0,0.0
Obi Toppin,NBA Points,7.5,7.5,0.0,0.0
Obi Toppin,NBA Turnovers,0.5,0.5,0.0,0.0
Aaron Nesmith,NBA Points,7.5,7.5,0.0,0.0
Jalen Smith,NBA Points,7.5,7.5,0.0,0.0
Andrew Nembhard,NBA Points,6.5,6.5,0.0,0.0
Andrew Nembhard,NBA Blocks & Steals,0.5,0.5,0.0,0.0
Jalen Brunson,NBA Points,23.5,23.5,0.0,0.0
Jalen Brunson,NBA Assists,5.0,5.0,0.0,0.0
Jalen Brunson,NBA RA,8.0,8.0,0.0,0.0
Julius Randle,NBA Points,18.5,18.5,0.0,0.0
Julius Randle,NBA Rebounds,8.5,8.5,0.0,0.0
Julius Randle,NBA RA,12.5,12.5,0.0,0.0
Mitchell Robinson,NBA Rebounds,9.0,9.0,0.0,0.0
Mitchell Robinson,NBA Turnovers,0.5,0.5,0.0,0.0
Giannis Antetokounmpo,NBA Points,27.5,27.5,0.0,0.0
Giannis Antetokounmpo,NBA Rebounds,11.0,11.0,0.0,0.0
Giannis Antetokounmpo,NBA RA,15.5,15.5,0.0,0.0
Giannis Antetokounmpo,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Damian Lillard,NBA Points,24.5,24.5,0.0,0.0
Damian Lillard,NBA Assists,6.0,6.0,0.0,0.0
Khris Middleton,NBA Assists,2.5,2.5,0.0,0.0
Brook Lopez,NBA Points,10.5,10.5,0.0,0.0
Brook Lopez,NBA Rebounds,4.5,4.5,0.0,0.0
Bobby Portis,NBA Points,9.0,9.0,0.0,0.0
Bobby Portis,NBA Rebounds,6.0,6.0,0.0,0.0
Bobby Portis,NBA RA,7.5,7.5,0.0,0.0
Malik Beasley,NBA Points,9.5,9.5,0.0,0.0
Stephen Curry,NBA Points,28.5,28.5,0.0,0.0
Stephen Curry,NBA Assists,4.5,4.5,0.0,0.0
Stephen Curry,NBA Rebounds,5.0,5.0,0.0,0.0
Stephen Curry,NBA RA,9.5,9.5,0.0,0.0
Klay Thompson,NBA Points,18.5,18.5,0.0,0.0
Klay Thompson,NBA Rebounds,4.0,4.0,0.0,0.0
Chris Paul,NBA Assists,7.0,7.0,0.0,0.0
Chris Paul,NBA Rebounds,3.5,3.5,0.0,0.0
Chris Paul,NBA RA,10.5,10.5,0.0,0.0
Draymond Green,NBA Points,7.5,7.5,0.0,0.0
Draymond Green,NBA Assists,6.5,6.5,0.0,0.0
Draymond Green,NBA Rebounds,5.5,5.5,0.0,0.0
Draymond Green,NBA RA,12.5,12.5,0.0,0.0
Jonathan Kuminga,NBA Points,10.5,10.5,0.0,0.0
Dario Saric,NBA Points,6.5,6.5,0.0,0.0
Jonathan Kuminga,NBA Rebounds,3.5,3.5,0.0,0.0
Dario Saric,NBA Rebounds,5.0,5.0,0.0,0.0
Dario Saric,NBA Blocks & Steals,0.5,0.5,0.0,0.0
Chet Holmgren,NBA Points,16.0,16.0,0.0,0.0
Chet Holmgren,NBA Rebounds,7.5,7.5,0.0,0.0
Chet Holmgren,NBA RA,9.5,9.5,0.0,0.0
Josh Giddey,NBA Points,17.5,17.5,0.0,0.0
Josh Giddey,NBA Assists,7.0,7.0,0.0,0.0
