Name,Stat,PP,UD,DIF,PERC
Kentavious Caldwell-Pope,NBA Rebounds,2.5,2.5,0.0,0.0
Kentavious Caldwell-Pope,NBA Rebounds,2.5,2.5,0.0,0.0
Desmond Bane,NBA Rebounds,4.5,4.5,0.0,0.0
Desmond Bane,NBA Rebounds,4.5,4.5,0.0,0.0
Desmond Bane,NBA RA,9.0,9.0,0.0,0.0
Desmond Bane,NBA RA,9.0,9.0,0.0,0.0
Marcus Smart,NBA Points,14.5,14.5,0.0,0.0
Marcus Smart,NBA Points,14.5,14.5,0.0,0.0
Marcus Smart,NBA Assists,6.5,6.5,0.0,0.0
Marcus Smart,NBA Assists,6.5,6.5,0.0,0.0
Marcus Smart,NBA RA,10.0,10.0,0.0,0.0
Marcus Smart,NBA RA,10.0,10.0,0.0,0.0
Marcus Smart,NBA Turnovers,2.5,2.5,0.0,0.0
Marcus Smart,NBA Turnovers,2.5,2.5,0.0,0.0
Luke Kennard,NBA Points,8.5,8.5,0.0,0.0
Luke Kennard,NBA Points,8.5,8.5,0.0,0.0
Luke Kennard,NBA Turnovers,0.5,0.5,0.0,0.0
Luke Kennard,NBA Turnovers,0.5,0.5,0.0,0.0
Luke Kennard,NBA Blocks & Steals,0.5,0.5,0.0,0.0
Luke Kennard,NBA Blocks & Steals,0.5,0.5,0.0,0.0
Xavier Tillman,NBA Points,9.5,9.5,0.0,0.0
Xavier Tillman,NBA Points,9.5,9.5,0.0,0.0
Ziaire Williams,NBA Points,10.0,10.0,0.0,0.0
Ziaire Williams,NBA Points,10.0,10.0,0.0,0.0
David Roddy,NBA Points,7.5,7.5,0.0,0.0
David Roddy,NBA Points,7.5,7.5,0.0,0.0
Xavier Tillman,NBA Assists,2.5,2.5,0.0,0.0
Xavier Tillman,NBA Assists,2.5,2.5,0.0,0.0
Ziaire Williams,NBA Rebounds,4.5,4.5,0.0,0.0
Ziaire Williams,NBA Rebounds,4.5,4.5,0.0,0.0
David Roddy,NBA Rebounds,3.5,3.5,0.0,0.0
David Roddy,NBA Rebounds,3.5,3.5,0.0,0.0
Xavier Tillman,NBA RA,10.5,10.5,0.0,0.0
Xavier Tillman,NBA RA,10.5,10.5,0.0,0.0
Jerami Grant,NBA Points,20.5,20.5,0.0,0.0
Jerami Grant,NBA Points,20.5,20.5,0.0,0.0
Jerami Grant,NBA Rebounds,5.0,5.0,0.0,0.0
Jerami Grant,NBA Rebounds,5.0,5.0,0.0,0.0
Jerami Grant,NBA RA,7.5,7.5,0.0,0.0
Jerami Grant,NBA RA,7.5,7.5,0.0,0.0
Jerami Grant,NBA Turnovers,2.5,2.5,0.0,0.0
Jerami Grant,NBA Turnovers,2.5,2.5,0.0,0.0
Deandre Ayton,NBA Points,13.5,13.5,0.0,0.0
Deandre Ayton,NBA Points,13.5,13.5,0.0,0.0
Deandre Ayton,NBA Turnovers,1.5,1.5,0.0,0.0
Deandre Ayton,NBA Turnovers,1.5,1.5,0.0,0.0
Shaedon Sharpe,NBA Points,21.5,21.5,0.0,0.0
Shaedon Sharpe,NBA Points,21.5,21.5,0.0,0.0
Shaedon Sharpe,NBA Rebounds,5.0,5.0,0.0,0.0
Shaedon Sharpe,NBA Rebounds,5.0,5.0,0.0,0.0
Shaedon Sharpe,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Shaedon Sharpe,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Matisse Thybulle,NBA Points,3.5,3.5,0.0,0.0
Matisse Thybulle,NBA Points,3.5,3.5,0.0,0.0
Donovan Mitchell,NBA Points,27.5,27.5,0.0,0.0
Donovan Mitchell,NBA Points,27.5,27.5,0.0,0.0
Donovan Mitchell,NBA Assists,5.0,5.0,0.0,0.0
Donovan Mitchell,NBA Assists,5.0,5.0,0.0,0.0
Donovan Mitchell,NBA Rebounds,5.0,5.0,0.0,0.0
Donovan Mitchell,NBA Rebounds,5.0,5.0,0.0,0.0
Donovan Mitchell,NBA RA,10.0,10.0,0.0,0.0
Donovan Mitchell,NBA RA,10.0,10.0,0.0,0.0
Evan Mobley,NBA Points,14.5,14.5,0.0,0.0
Evan Mobley,NBA Points,14.5,14.5,0.0,0.0
Evan Mobley,NBA Rebounds,9.5,9.5,0.0,0.0
Evan Mobley,NBA Rebounds,9.5,9.5,0.0,0.0
Evan Mobley,NBA RA,12.5,12.5,0.0,0.0
Evan Mobley,NBA RA,12.5,12.5,0.0,0.0
Tyrese Haliburton,NBA Assists,10.5,10.5,0.0,0.0
Tyrese Haliburton,NBA Assists,10.5,10.5,0.0,0.0
Tyrese Haliburton,NBA RA,14.5,14.5,0.0,0.0
Tyrese Haliburton,NBA RA,14.5,14.5,0.0,0.0
Tyrese Haliburton,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Tyrese Haliburton,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Buddy Hield,NBA Points,11.5,11.5,0.0,0.0
Buddy Hield,NBA Points,11.5,11.5,0.0,0.0
Bruce Brown,NBA Points,12.5,12.5,0.0,0.0
Bruce Brown,NBA Points,12.5,12.5,0.0,0.0
Bruce Brown,NBA Rebounds,4.0,4.0,0.0,0.0
Bruce Brown,NBA Rebounds,4.0,4.0,0.0,0.0
Bruce Brown,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Bruce Brown,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Bennedict Mathurin,NBA Points,13.5,13.5,0.0,0.0
Bennedict Mathurin,NBA Points,13.5,13.5,0.0,0.0
Bennedict Mathurin,NBA Rebounds,3.5,3.5,0.0,0.0
Bennedict Mathurin,NBA Rebounds,3.5,3.5,0.0,0.0
Obi Toppin,NBA Points,7.5,7.5,0.0,0.0
Obi Toppin,NBA Points,7.5,7.5,0.0,0.0
Obi Toppin,NBA Turnovers,0.5,0.5,0.0,0.0
Obi Toppin,NBA Turnovers,0.5,0.5,0.0,0.0
Aaron Nesmith,NBA Points,7.5,7.5,0.0,0.0
Aaron Nesmith,NBA Points,7.5,7.5,0.0,0.0
Jalen Smith,NBA Points,7.5,7.5,0.0,0.0
Jalen Smith,NBA Points,7.5,7.5,0.0,0.0
Andrew Nembhard,NBA Points,6.5,6.5,0.0,0.0
Andrew Nembhard,NBA Points,6.5,6.5,0.0,0.0
Andrew Nembhard,NBA Blocks & Steals,0.5,0.5,0.0,0.0
Andrew Nembhard,NBA Blocks & Steals,0.5,0.5,0.0,0.0
Jalen Brunson,NBA Points,23.5,23.5,0.0,0.0
Jalen Brunson,NBA Points,23.5,23.5,0.0,0.0
Jalen Brunson,NBA Assists,5.0,5.0,0.0,0.0
Jalen Brunson,NBA Assists,5.0,5.0,0.0,0.0
Jalen Brunson,NBA RA,8.0,8.0,0.0,0.0
Jalen Brunson,NBA RA,8.0,8.0,0.0,0.0
Julius Randle,NBA Points,18.5,18.5,0.0,0.0
Julius Randle,NBA Points,18.5,18.5,0.0,0.0
Julius Randle,NBA Rebounds,8.5,8.5,0.0,0.0
Julius Randle,NBA Rebounds,8.5,8.5,0.0,0.0
Julius Randle,NBA RA,12.5,12.5,0.0,0.0
Julius Randle,NBA RA,12.5,12.5,0.0,0.0
Mitchell Robinson,NBA Rebounds,9.0,9.0,0.0,0.0
Mitchell Robinson,NBA Rebounds,9.0,9.0,0.0,0.0
Mitchell Robinson,NBA Turnovers,0.5,0.5,0.0,0.0
Mitchell Robinson,NBA Turnovers,0.5,0.5,0.0,0.0
Giannis Antetokounmpo,NBA Points,27.5,27.5,0.0,0.0
Giannis Antetokounmpo,NBA Points,27.5,27.5,0.0,0.0
Giannis Antetokounmpo,NBA Rebounds,11.0,11.0,0.0,0.0
Giannis Antetokounmpo,NBA Rebounds,11.0,11.0,0.0,0.0
Giannis Antetokounmpo,NBA RA,15.5,15.5,0.0,0.0
Giannis Antetokounmpo,NBA RA,15.5,15.5,0.0,0.0
Giannis Antetokounmpo,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Giannis Antetokounmpo,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Damian Lillard,NBA Points,24.5,24.5,0.0,0.0
Damian Lillard,NBA Points,24.5,24.5,0.0,0.0
Damian Lillard,NBA Assists,6.0,6.0,0.0,0.0
Damian Lillard,NBA Assists,6.0,6.0,0.0,0.0
Khris Middleton,NBA Assists,2.5,2.5,0.0,0.0
Khris Middleton,NBA Assists,2.5,2.5,0.0,0.0
Brook Lopez,NBA Points,10.5,10.5,0.0,0.0
Brook Lopez,NBA Points,10.5,10.5,0.0,0.0
Brook Lopez,NBA Rebounds,4.5,4.5,0.0,0.0
Brook Lopez,NBA Rebounds,4.5,4.5,0.0,0.0
Bobby Portis,NBA Points,9.0,9.0,0.0,0.0
Bobby Portis,NBA Points,9.0,9.0,0.0,0.0
Bobby Portis,NBA Rebounds,6.0,6.0,0.0,0.0
Bobby Portis,NBA Rebounds,6.0,6.0,0.0,0.0
Bobby Portis,NBA RA,7.5,7.5,0.0,0.0
Bobby Portis,NBA RA,7.5,7.5,0.0,0.0
Malik Beasley,NBA Points,9.5,9.5,0.0,0.0
Malik Beasley,NBA Points,9.5,9.5,0.0,0.0
Stephen Curry,NBA Points,28.5,28.5,0.0,0.0
Stephen Curry,NBA Points,28.5,28.5,0.0,0.0
Stephen Curry,NBA Assists,4.5,4.5,0.0,0.0
Stephen Curry,NBA Assists,4.5,4.5,0.0,0.0
Stephen Curry,NBA Rebounds,5.0,5.0,0.0,0.0
Stephen Curry,NBA Rebounds,5.0,5.0,0.0,0.0
Stephen Curry,NBA RA,9.5,9.5,0.0,0.0
Stephen Curry,NBA RA,9.5,9.5,0.0,0.0
Klay Thompson,NBA Points,18.5,18.5,0.0,0.0
Klay Thompson,NBA Points,18.5,18.5,0.0,0.0
Klay Thompson,NBA Rebounds,4.0,4.0,0.0,0.0
Klay Thompson,NBA Rebounds,4.0,4.0,0.0,0.0
Chris Paul,NBA Assists,7.0,7.0,0.0,0.0
Chris Paul,NBA Assists,7.0,7.0,0.0,0.0
Chris Paul,NBA Rebounds,3.5,3.5,0.0,0.0
Chris Paul,NBA Rebounds,3.5,3.5,0.0,0.0
Chris Paul,NBA RA,10.5,10.5,0.0,0.0
Chris Paul,NBA RA,10.5,10.5,0.0,0.0
Draymond Green,NBA Points,7.5,7.5,0.0,0.0
Draymond Green,NBA Points,7.5,7.5,0.0,0.0
Draymond Green,NBA Assists,6.5,6.5,0.0,0.0
Draymond Green,NBA Assists,6.5,6.5,0.0,0.0
Draymond Green,NBA Rebounds,5.5,5.5,0.0,0.0
Draymond Green,NBA Rebounds,5.5,5.5,0.0,0.0
Draymond Green,NBA RA,12.5,12.5,0.0,0.0
Draymond Green,NBA RA,12.5,12.5,0.0,0.0
Jonathan Kuminga,NBA Points,10.5,10.5,0.0,0.0
Jonathan Kuminga,NBA Points,10.5,10.5,0.0,0.0
Dario Saric,NBA Points,6.5,6.5,0.0,0.0
Dario Saric,NBA Points,6.5,6.5,0.0,0.0
Jonathan Kuminga,NBA Rebounds,3.5,3.5,0.0,0.0
Jonathan Kuminga,NBA Rebounds,3.5,3.5,0.0,0.0
Dario Saric,NBA Rebounds,5.0,5.0,0.0,0.0
Dario Saric,NBA Rebounds,5.0,5.0,0.0,0.0
Dario Saric,NBA Blocks & Steals,0.5,0.5,0.0,0.0
Dario Saric,NBA Blocks & Steals,0.5,0.5,0.0,0.0
Chet Holmgren,NBA Points,16.0,16.0,0.0,0.0
Chet Holmgren,NBA Points,16.0,16.0,0.0,0.0
Chet Holmgren,NBA Rebounds,7.5,7.5,0.0,0.0
Chet Holmgren,NBA Rebounds,7.5,7.5,0.0,0.0
Chet Holmgren,NBA RA,9.5,9.5,0.0,0.0
Chet Holmgren,NBA RA,9.5,9.5,0.0,0.0
Josh Giddey,NBA Points,17.5,17.5,0.0,0.0
Josh Giddey,NBA Points,17.5,17.5,0.0,0.0
Josh Giddey,NBA Assists,7.0,7.0,0.0,0.0
Josh Giddey,NBA Assists,7.0,7.0,0.0,0.0
Josh Giddey,NBA Rebounds,7.5,7.5,0.0,0.0
Josh Giddey,NBA Rebounds,7.5,7.5,0.0,0.0
Jalen Williams,NBA Points,19.5,19.5,0.0,0.0
Jalen Williams,NBA Points,19.5,19.5,0.0,0.0
Jalen Williams,NBA RA,10.0,10.0,0.0,0.0
Jalen Williams,NBA RA,10.0,10.0,0.0,0.0
Jalen Williams,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Jalen Williams,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Luguentz Dort,NBA Points,13.5,13.5,0.0,0.0
Luguentz Dort,NBA Points,13.5,13.5,0.0,0.0
Luguentz Dort,NBA Rebounds,4.5,4.5,0.0,0.0
Luguentz Dort,NBA Rebounds,4.5,4.5,0.0,0.0
Kyle Kuzma,NBA Points,21.5,21.5,0.0,0.0
Kyle Kuzma,NBA Points,21.5,21.5,0.0,0.0
Kyle Kuzma,NBA RA,8.5,8.5,0.0,0.0
Kyle Kuzma,NBA RA,8.5,8.5,0.0,0.0
Jordan Poole,NBA Points,19.0,19.0,0.0,0.0
Jordan Poole,NBA Points,19.0,19.0,0.0,0.0
Jordan Poole,NBA Rebounds,2.5,2.5,0.0,0.0
Jordan Poole,NBA Rebounds,2.5,2.5,0.0,0.0
Tyus Jones,NBA Points,9.5,9.5,0.0,0.0
Tyus Jones,NBA Points,9.5,9.5,0.0,0.0
Tyus Jones,NBA Rebounds,2.5,2.5,0.0,0.0
Tyus Jones,NBA Rebounds,2.5,2.5,0.0,0.0
Tyus Jones,NBA RA,8.5,8.5,0.0,0.0
Tyus Jones,NBA RA,8.5,8.5,0.0,0.0
Deni Avdija,NBA Rebounds,6.0,6.0,0.0,0.0
Deni Avdija,NBA Rebounds,6.0,6.0,0.0,0.0
Deni Avdija,NBA RA,9.5,9.5,0.0,0.0
Deni Avdija,NBA RA,9.5,9.5,0.0,0.0
Daniel Gafford,NBA Rebounds,6.5,6.5,0.0,0.0
Daniel Gafford,NBA Rebounds,6.5,6.5,0.0,0.0
Danilo Gallinari,NBA Points,6.5,6.5,0.0,0.0
Danilo Gallinari,NBA Points,6.5,6.5,0.0,0.0
Jimmy Butler,NBA Assists,5.0,5.0,0.0,0.0
Jimmy Butler,NBA Assists,5.0,5.0,0.0,0.0
Jimmy Butler,NBA Rebounds,5.5,5.5,0.0,0.0
Jimmy Butler,NBA Rebounds,5.5,5.5,0.0,0.0
Jimmy Butler,NBA RA,10.5,10.5,0.0,0.0
Jimmy Butler,NBA RA,10.5,10.5,0.0,0.0
Bam Adebayo,NBA Points,20.5,20.5,0.0,0.0
Bam Adebayo,NBA Points,20.5,20.5,0.0,0.0
Bam Adebayo,NBA Rebounds,9.5,9.5,0.0,0.0
Bam Adebayo,NBA Rebounds,9.5,9.5,0.0,0.0
Bam Adebayo,NBA RA,12.5,12.5,0.0,0.0
Bam Adebayo,NBA RA,12.5,12.5,0.0,0.0
Bam Adebayo,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Bam Adebayo,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Tyler Herro,NBA Points,24.5,24.5,0.0,0.0
Tyler Herro,NBA Points,24.5,24.5,0.0,0.0
Tyler Herro,NBA Assists,3.5,3.5,0.0,0.0
Tyler Herro,NBA Assists,3.5,3.5,0.0,0.0
Tyler Herro,NBA Rebounds,5.0,5.0,0.0,0.0
Tyler Herro,NBA Rebounds,5.0,5.0,0.0,0.0
Tyler Herro,NBA RA,8.5,8.5,0.0,0.0
Tyler Herro,NBA RA,8.5,8.5,0.0,0.0
Tyler Herro,NBA Turnovers,2.5,2.5,0.0,0.0
Tyler Herro,NBA Turnovers,2.5,2.5,0.0,0.0
Kyle Lowry,NBA Points,7.5,7.5,0.0,0.0
Kyle Lowry,NBA Points,7.5,7.5,0.0,0.0
Kyle Lowry,NBA Assists,4.5,4.5,0.0,0.0
Kyle Lowry,NBA Assists,4.5,4.5,0.0,0.0
Kyle Lowry,NBA Rebounds,3.5,3.5,0.0,0.0
Kyle Lowry,NBA Rebounds,3.5,3.5,0.0,0.0
Kyle Lowry,NBA RA,8.0,8.0,0.0,0.0
Kyle Lowry,NBA RA,8.0,8.0,0.0,0.0
Kevin Love,NBA Points,7.5,7.5,0.0,0.0
Kevin Love,NBA Points,7.5,7.5,0.0,0.0
Kevin Love,NBA Rebounds,5.5,5.5,0.0,0.0
Kevin Love,NBA Rebounds,5.5,5.5,0.0,0.0
Kevin Love,NBA Turnovers,0.5,0.5,0.0,0.0
Kevin Love,NBA Turnovers,0.5,0.5,0.0,0.0
Duncan Robinson,NBA Points,9.5,9.5,0.0,0.0
Duncan Robinson,NBA Points,9.5,9.5,0.0,0.0
Josh Richardson,NBA Rebounds,2.5,2.5,0.0,0.0
Josh Richardson,NBA Rebounds,2.5,2.5,0.0,0.0
Mikal Bridges,NBA Points,21.5,21.5,0.0,0.0
Mikal Bridges,NBA Points,21.5,21.5,0.0,0.0
Mikal Bridges,NBA Rebounds,5.0,5.0,0.0,0.0
Mikal Bridges,NBA Rebounds,5.0,5.0,0.0,0.0
Mikal Bridges,NBA RA,8.0,8.0,0.0,0.0
Mikal Bridges,NBA RA,8.0,8.0,0.0,0.0
Spencer Dinwiddie,NBA Assists,5.5,5.5,0.0,0.0
Spencer Dinwiddie,NBA Assists,5.5,5.5,0.0,0.0
Spencer Dinwiddie,NBA RA,8.5,8.5,0.0,0.0
Spencer Dinwiddie,NBA RA,8.5,8.5,0.0,0.0
Ben Simmons,NBA Points,7.5,7.5,0.0,0.0
Ben Simmons,NBA Points,7.5,7.5,0.0,0.0
Ben Simmons,NBA Rebounds,9.0,9.0,0.0,0.0
Ben Simmons,NBA Rebounds,9.0,9.0,0.0,0.0
Ben Simmons,NBA RA,16.0,16.0,0.0,0.0
Ben Simmons,NBA RA,16.0,16.0,0.0,0.0
Royce O'Neale,NBA Points,7.5,7.5,0.0,0.0
Royce O'Neale,NBA Points,7.5,7.5,0.0,0.0
Royce O'Neale,NBA Rebounds,5.0,5.0,0.0,0.0
Royce O'Neale,NBA Rebounds,5.0,5.0,0.0,0.0
Cam Thomas,NBA Points,23.5,23.5,0.0,0.0
Cam Thomas,NBA Points,23.5,23.5,0.0,0.0
Dorian Finney-Smith,NBA Points,10.5,10.5,0.0,0.0
Dorian Finney-Smith,NBA Points,10.5,10.5,0.0,0.0
DeMar DeRozan,NBA Points,21.0,21.0,0.0,0.0
DeMar DeRozan,NBA Points,21.0,21.0,0.0,0.0
DeMar DeRozan,NBA Assists,5.0,5.0,0.0,0.0
DeMar DeRozan,NBA Assists,5.0,5.0,0.0,0.0
DeMar DeRozan,NBA RA,9.5,9.5,0.0,0.0
DeMar DeRozan,NBA RA,9.5,9.5,0.0,0.0
DeMar DeRozan,NBA Blocks & Steals,1.5,1.5,0.0,0.0
DeMar DeRozan,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Zach LaVine,NBA Points,25.5,25.5,0.0,0.0
Zach LaVine,NBA Points,25.5,25.5,0.0,0.0
Zach LaVine,NBA Rebounds,4.0,4.0,0.0,0.0
Zach LaVine,NBA Rebounds,4.0,4.0,0.0,0.0
Nikola Vucevic,NBA Points,18.0,18.0,0.0,0.0
Nikola Vucevic,NBA Points,18.0,18.0,0.0,0.0
Nikola Vucevic,NBA Rebounds,12.5,12.5,0.0,0.0
Nikola Vucevic,NBA Rebounds,12.5,12.5,0.0,0.0
Nikola Vucevic,NBA RA,15.5,15.5,0.0,0.0
Nikola Vucevic,NBA RA,15.5,15.5,0.0,0.0
Coby White,NBA Assists,4.5,4.5,0.0,0.0
Coby White,NBA Assists,4.5,4.5,0.0,0.0
Patrick Williams,NBA Points,6.5,6.5,0.0,0.0
Patrick Williams,NBA Points,6.5,6.5,0.0,0.0
Alex Caruso,NBA Points,6.5,6.5,0.0,0.0
Alex Caruso,NBA Points,6.5,6.5,0.0,0.0
Luka Doncic,NBA Points,29.5,29.5,0.0,0.0
Luka Doncic,NBA Points,29.5,29.5,0.0,0.0
Luka Doncic,NBA Assists,7.5,7.5,0.0,0.0
Luka Doncic,NBA Assists,7.5,7.5,0.0,0.0
Luka Doncic,NBA Rebounds,9.0,9.0,0.0,0.0
Luka Doncic,NBA Rebounds,9.0,9.0,0.0,0.0
Luka Doncic,NBA RA,16.5,16.5,0.0,0.0
Luka Doncic,NBA RA,16.5,16.5,0.0,0.0
Kyrie Irving,NBA Points,22.5,22.5,0.0,0.0
Kyrie Irving,NBA Points,22.5,22.5,0.0,0.0
Kyrie Irving,NBA Assists,5.0,5.0,0.0,0.0
Kyrie Irving,NBA Assists,5.0,5.0,0.0,0.0
Kyrie Irving,NBA RA,9.5,9.5,0.0,0.0
Kyrie Irving,NBA RA,9.5,9.5,0.0,0.0
Kyrie Irving,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Kyrie Irving,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Grant Williams,NBA Rebounds,4.0,4.0,0.0,0.0
Grant Williams,NBA Rebounds,4.0,4.0,0.0,0.0
Nikola Jokic,NBA Points,26.5,26.5,0.0,0.0
Nikola Jokic,NBA Points,26.5,26.5,0.0,0.0
Nikola Jokic,NBA Rebounds,12.0,12.0,0.0,0.0
Nikola Jokic,NBA Rebounds,12.0,12.0,0.0,0.0
Nikola Jokic,NBA Turnovers,3.5,3.5,0.0,0.0
Nikola Jokic,NBA Turnovers,3.5,3.5,0.0,0.0
Nikola Jokic,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Nikola Jokic,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Jamal Murray,NBA Assists,7.0,7.0,0.0,0.0
Jamal Murray,NBA Assists,7.0,7.0,0.0,0.0
Jamal Murray,NBA Turnovers,2.5,2.5,0.0,0.0
Jamal Murray,NBA Turnovers,2.5,2.5,0.0,0.0
Aaron Gordon,NBA Points,12.5,12.5,0.0,0.0
Aaron Gordon,NBA Points,12.5,12.5,0.0,0.0
Aaron Gordon,NBA Assists,2.5,2.5,0.0,0.0
Aaron Gordon,NBA Assists,2.5,2.5,0.0,0.0
Aaron Gordon,NBA Rebounds,5.5,5.5,0.0,0.0
Aaron Gordon,NBA Rebounds,5.5,5.5,0.0,0.0
Aaron Gordon,NBA RA,8.0,8.0,0.0,0.0
Aaron Gordon,NBA RA,8.0,8.0,0.0,0.0
Kentavious Caldwell-Pope,NBA Points,9.5,9.5,0.0,0.0
Kentavious Caldwell-Pope,NBA Points,9.5,9.5,0.0,0.0
Kentavious Caldwell-Pope,NBA Rebounds,2.5,2.5,0.0,0.0
Kentavious Caldwell-Pope,NBA Rebounds,2.5,2.5,0.0,0.0
Desmond Bane,NBA Rebounds,4.5,4.5,0.0,0.0
Desmond Bane,NBA Rebounds,4.5,4.5,0.0,0.0
Desmond Bane,NBA RA,9.0,9.0,0.0,0.0
Desmond Bane,NBA RA,9.0,9.0,0.0,0.0
Marcus Smart,NBA Points,14.5,14.5,0.0,0.0
Marcus Smart,NBA Points,14.5,14.5,0.0,0.0
Marcus Smart,NBA Assists,6.5,6.5,0.0,0.0
Marcus Smart,NBA Assists,6.5,6.5,0.0,0.0
Marcus Smart,NBA RA,10.0,10.0,0.0,0.0
Marcus Smart,NBA RA,10.0,10.0,0.0,0.0
Marcus Smart,NBA Turnovers,2.5,2.5,0.0,0.0
Marcus Smart,NBA Turnovers,2.5,2.5,0.0,0.0
Luke Kennard,NBA Points,8.5,8.5,0.0,0.0
Luke Kennard,NBA Points,8.5,8.5,0.0,0.0
Luke Kennard,NBA Turnovers,0.5,0.5,0.0,0.0
Luke Kennard,NBA Turnovers,0.5,0.5,0.0,0.0
Luke Kennard,NBA Blocks & Steals,0.5,0.5,0.0,0.0
Luke Kennard,NBA Blocks & Steals,0.5,0.5,0.0,0.0
Xavier Tillman,NBA Points,9.5,9.5,0.0,0.0
Xavier Tillman,NBA Points,9.5,9.5,0.0,0.0
Ziaire Williams,NBA Points,10.0,10.0,0.0,0.0
Ziaire Williams,NBA Points,10.0,10.0,0.0,0.0
David Roddy,NBA Points,7.5,7.5,0.0,0.0
David Roddy,NBA Points,7.5,7.5,0.0,0.0
Xavier Tillman,NBA Assists,2.5,2.5,0.0,0.0
Xavier Tillman,NBA Assists,2.5,2.5,0.0,0.0
Ziaire Williams,NBA Rebounds,4.5,4.5,0.0,0.0
Ziaire Williams,NBA Rebounds,4.5,4.5,0.0,0.0
David Roddy,NBA Rebounds,3.5,3.5,0.0,0.0
David Roddy,NBA Rebounds,3.5,3.5,0.0,0.0
Xavier Tillman,NBA RA,10.5,10.5,0.0,0.0
Xavier Tillman,NBA RA,10.5,10.5,0.0,0.0
Jerami Grant,NBA Points,20.5,20.5,0.0,0.0
Jerami Grant,NBA Points,20.5,20.5,0.0,0.0
Jerami Grant,NBA Rebounds,5.0,5.0,0.0,0.0
Jerami Grant,NBA Rebounds,5.0,5.0,0.0,0.0
Jerami Grant,NBA RA,7.5,7.5,0.0,0.0
Jerami Grant,NBA RA,7.5,7.5,0.0,0.0
Jerami Grant,NBA Turnovers,2.5,2.5,0.0,0.0
Jerami Grant,NBA Turnovers,2.5,2.5,0.0,0.0
Deandre Ayton,NBA Points,13.5,13.5,0.0,0.0
Deandre Ayton,NBA Points,13.5,13.5,0.0,0.0
Deandre Ayton,NBA Turnovers,1.5,1.5,0.0,0.0
Deandre Ayton,NBA Turnovers,1.5,1.5,0.0,0.0
Shaedon Sharpe,NBA Points,21.5,21.5,0.0,0.0
Shaedon Sharpe,NBA Points,21.5,21.5,0.0,0.0
Shaedon Sharpe,NBA Rebounds,5.0,5.0,0.0,0.0
Shaedon Sharpe,NBA Rebounds,5.0,5.0,0.0,0.0
Shaedon Sharpe,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Shaedon Sharpe,NBA Blocks & Steals,1.5,1.5,0.0,0.0
Matisse Thybulle,NBA Points,3.5,3.5,0.0,0.0
Matisse Thybulle,NBA Points,3.5,3.5,0.0,0.0
